ΚΩΔΙΚΟΣ_ΒΑΡΔΙΑΣ,ΤΥΠΟΣ,ΗΜΕΡΟΜΗΝΙΑ,ΟΝΟΜΑ_ΤΜΗΜΑΤΟΣ
SHF_30515,Απογευματινή,2026-11-10,Χειρουργική
SHF_30516,Νυχτερινή,2026-11-10,Χειρουργική
SHF_30517,Πρωινή,2026-11-10,ΜΕΘ
SHF_30518,Απογευματινή,2026-11-10,ΜΕΘ
SHF_30519,Νυχτερινή,2026-11-10,ΜΕΘ
SHF_30520,Πρωινή,2026-11-10,Επείγοντα
SHF_30521,Απογευματινή,2026-11-10,Επείγοντα
SHF_30522,Νυχτερινή,2026-11-10,Επείγοντα
SHF_30523,Πρωινή,2026-11-10,Ορθοπεδική
SHF_30524,Απογευματινή,2026-11-10,Ορθοπεδική
SHF_30525,Νυχτερινή,2026-11-10,Ορθοπεδική
SHF_30526,Πρωινή,2026-11-10,Παιδιατρική
SHF_30527,Απογευματινή,2026-11-10,Παιδιατρική
SHF_30528,Νυχτερινή,2026-11-10,Παιδιατρική
SHF_30529,Πρωινή,2026-11-10,Γυναικολογία
SHF_30530,Απογευματινή,2026-11-10,Γυναικολογία
SHF_30531,Νυχτερινή,2026-11-10,Γυναικολογία
SHF_30532,Πρωινή,2026-11-10,Νευρολογία
SHF_30533,Απογευματινή,2026-11-10,Νευρολογία
SHF_30534,Νυχτερινή,2026-11-10,Νευρολογία
SHF_30535,Πρωινή,2026-11-10,Ογκολογία
SHF_30536,Απογευματινή,2026-11-10,Ογκολογία
SHF_30537,Νυχτερινή,2026-11-10,Ογκολογία
SHF_30538,Πρωινή,2026-11-10,Πνευμονολογία
SHF_30539,Απογευματινή,2026-11-10,Πνευμονολογία
SHF_30540,Νυχτερινή,2026-11-10,Πνευμονολογία
SHF_30541,Πρωινή,2026-11-10,Ουρολογία
SHF_30542,Απογευματινή,2026-11-10,Ουρολογία
SHF_30543,Νυχτερινή,2026-11-10,Ουρολογία
SHF_30544,Πρωινή,2026-11-10,Οφθαλμολογία
SHF_30545,Απογευματινή,2026-11-10,Οφθαλμολογία
SHF_30546,Νυχτερινή,2026-11-10,Οφθαλμολογία
SHF_30547,Πρωινή,2026-11-10,ΩΡΛ
SHF_30548,Απογευματινή,2026-11-10,ΩΡΛ
SHF_30549,Νυχτερινή,2026-11-10,ΩΡΛ
SHF_30550,Πρωινή,2026-11-10,Γαστρεντερολογία
SHF_30551,Απογευματινή,2026-11-10,Γαστρεντερολογία
SHF_30552,Νυχτερινή,2026-11-10,Γαστρεντερολογία
SHF_30553,Πρωινή,2026-11-10,Ενδοκρινολογία
SHF_30554,Απογευματινή,2026-11-10,Ενδοκρινολογία
SHF_30555,Νυχτερινή,2026-11-10,Ενδοκρινολογία
SHF_30556,Πρωινή,2026-11-11,Καρδιολογία
SHF_30557,Απογευματινή,2026-11-11,Καρδιολογία
SHF_30558,Νυχτερινή,2026-11-11,Καρδιολογία
SHF_30559,Πρωινή,2026-11-11,Χειρουργική
SHF_30560,Απογευματινή,2026-11-11,Χειρουργική
SHF_30561,Νυχτερινή,2026-11-11,Χειρουργική
SHF_30562,Πρωινή,2026-11-11,ΜΕΘ
SHF_30563,Απογευματινή,2026-11-11,ΜΕΘ
SHF_30564,Νυχτερινή,2026-11-11,ΜΕΘ
SHF_30565,Πρωινή,2026-11-11,Επείγοντα
SHF_30566,Απογευματινή,2026-11-11,Επείγοντα
SHF_30567,Νυχτερινή,2026-11-11,Επείγοντα
SHF_30568,Πρωινή,2026-11-11,Ορθοπεδική
SHF_30569,Απογευματινή,2026-11-11,Ορθοπεδική
SHF_30570,Νυχτερινή,2026-11-11,Ορθοπεδική
SHF_30571,Πρωινή,2026-11-11,Παιδιατρική
SHF_30572,Απογευματινή,2026-11-11,Παιδιατρική
SHF_30573,Νυχτερινή,2026-11-11,Παιδιατρική
SHF_30574,Πρωινή,2026-11-11,Γυναικολογία
SHF_30575,Απογευματινή,2026-11-11,Γυναικολογία
SHF_30576,Νυχτερινή,2026-11-11,Γυναικολογία
SHF_30577,Πρωινή,2026-11-11,Νευρολογία
SHF_30578,Απογευματινή,2026-11-11,Νευρολογία
SHF_30579,Νυχτερινή,2026-11-11,Νευρολογία
SHF_30580,Πρωινή,2026-11-11,Ογκολογία
SHF_30581,Απογευματινή,2026-11-11,Ογκολογία
SHF_30582,Νυχτερινή,2026-11-11,Ογκολογία
SHF_30583,Πρωινή,2026-11-11,Πνευμονολογία
SHF_30584,Απογευματινή,2026-11-11,Πνευμονολογία
SHF_30585,Νυχτερινή,2026-11-11,Πνευμονολογία
SHF_30586,Πρωινή,2026-11-11,Ουρολογία
SHF_30587,Απογευματινή,2026-11-11,Ουρολογία
SHF_30588,Νυχτερινή,2026-11-11,Ουρολογία
SHF_30589,Πρωινή,2026-11-11,Οφθαλμολογία
SHF_30590,Απογευματινή,2026-11-11,Οφθαλμολογία
SHF_30591,Νυχτερινή,2026-11-11,Οφθαλμολογία
SHF_30592,Πρωινή,2026-11-11,ΩΡΛ
SHF_30593,Απογευματινή,2026-11-11,ΩΡΛ
SHF_30594,Νυχτερινή,2026-11-11,ΩΡΛ
SHF_30595,Πρωινή,2026-11-11,Γαστρεντερολογία
SHF_30596,Απογευματινή,2026-11-11,Γαστρεντερολογία
SHF_30597,Νυχτερινή,2026-11-11,Γαστρεντερολογία
SHF_30598,Πρωινή,2026-11-11,Ενδοκρινολογία
SHF_30599,Απογευματινή,2026-11-11,Ενδοκρινολογία
SHF_30600,Νυχτερινή,2026-11-11,Ενδοκρινολογία
SHF_30601,Πρωινή,2026-11-12,Καρδιολογία
SHF_30602,Απογευματινή,2026-11-12,Καρδιολογία
SHF_30603,Νυχτερινή,2026-11-12,Καρδιολογία
SHF_30604,Πρωινή,2026-11-12,Χειρουργική
SHF_30605,Απογευματινή,2026-11-12,Χειρουργική
SHF_30606,Νυχτερινή,2026-11-12,Χειρουργική
SHF_30607,Πρωινή,2026-11-12,ΜΕΘ
SHF_30608,Απογευματινή,2026-11-12,ΜΕΘ
SHF_30609,Νυχτερινή,2026-11-12,ΜΕΘ
SHF_30610,Πρωινή,2026-11-12,Επείγοντα
SHF_30611,Απογευματινή,2026-11-12,Επείγοντα
SHF_30612,Νυχτερινή,2026-11-12,Επείγοντα
SHF_30613,Πρωινή,2026-11-12,Ορθοπεδική
SHF_30614,Απογευματινή,2026-11-12,Ορθοπεδική
SHF_30615,Νυχτερινή,2026-11-12,Ορθοπεδική
SHF_30616,Πρωινή,2026-11-12,Παιδιατρική
SHF_30617,Απογευματινή,2026-11-12,Παιδιατρική
SHF_30618,Νυχτερινή,2026-11-12,Παιδιατρική
SHF_30619,Πρωινή,2026-11-12,Γυναικολογία
SHF_30620,Απογευματινή,2026-11-12,Γυναικολογία
SHF_30621,Νυχτερινή,2026-11-12,Γυναικολογία
SHF_30622,Πρωινή,2026-11-12,Νευρολογία
SHF_30623,Απογευματινή,2026-11-12,Νευρολογία
SHF_30624,Νυχτερινή,2026-11-12,Νευρολογία
SHF_30625,Πρωινή,2026-11-12,Ογκολογία
SHF_30626,Απογευματινή,2026-11-12,Ογκολογία
SHF_30627,Νυχτερινή,2026-11-12,Ογκολογία
SHF_30628,Πρωινή,2026-11-12,Πνευμονολογία
SHF_30629,Απογευματινή,2026-11-12,Πνευμονολογία
SHF_30630,Νυχτερινή,2026-11-12,Πνευμονολογία
SHF_30631,Πρωινή,2026-11-12,Ουρολογία
SHF_30632,Απογευματινή,2026-11-12,Ουρολογία
SHF_30633,Νυχτερινή,2026-11-12,Ουρολογία
SHF_30634,Πρωινή,2026-11-12,Οφθαλμολογία
SHF_30635,Απογευματινή,2026-11-12,Οφθαλμολογία
SHF_30636,Νυχτερινή,2026-11-12,Οφθαλμολογία
SHF_30637,Πρωινή,2026-11-12,ΩΡΛ
SHF_30638,Απογευματινή,2026-11-12,ΩΡΛ
SHF_30639,Νυχτερινή,2026-11-12,ΩΡΛ
SHF_30640,Πρωινή,2026-11-12,Γαστρεντερολογία
SHF_30641,Απογευματινή,2026-11-12,Γαστρεντερολογία
SHF_30642,Νυχτερινή,2026-11-12,Γαστρεντερολογία
SHF_30643,Πρωινή,2026-11-12,Ενδοκρινολογία
SHF_30644,Απογευματινή,2026-11-12,Ενδοκρινολογία
SHF_30645,Νυχτερινή,2026-11-12,Ενδοκρινολογία
SHF_30646,Πρωινή,2026-11-13,Καρδιολογία
SHF_30647,Απογευματινή,2026-11-13,Καρδιολογία
SHF_30648,Νυχτερινή,2026-11-13,Καρδιολογία
SHF_30649,Πρωινή,2026-11-13,Χειρουργική
SHF_30650,Απογευματινή,2026-11-13,Χειρουργική
SHF_30651,Νυχτερινή,2026-11-13,Χειρουργική
SHF_30652,Πρωινή,2026-11-13,ΜΕΘ
SHF_30653,Απογευματινή,2026-11-13,ΜΕΘ
SHF_30654,Νυχτερινή,2026-11-13,ΜΕΘ
SHF_30655,Πρωινή,2026-11-13,Επείγοντα
SHF_30656,Απογευματινή,2026-11-13,Επείγοντα
SHF_30657,Νυχτερινή,2026-11-13,Επείγοντα
SHF_30658,Πρωινή,2026-11-13,Ορθοπεδική
SHF_30659,Απογευματινή,2026-11-13,Ορθοπεδική
SHF_30660,Νυχτερινή,2026-11-13,Ορθοπεδική
SHF_30661,Πρωινή,2026-11-13,Παιδιατρική
SHF_30662,Απογευματινή,2026-11-13,Παιδιατρική
SHF_30663,Νυχτερινή,2026-11-13,Παιδιατρική
SHF_30664,Πρωινή,2026-11-13,Γυναικολογία
SHF_30665,Απογευματινή,2026-11-13,Γυναικολογία
SHF_30666,Νυχτερινή,2026-11-13,Γυναικολογία
SHF_30667,Πρωινή,2026-11-13,Νευρολογία
SHF_30668,Απογευματινή,2026-11-13,Νευρολογία
SHF_30669,Νυχτερινή,2026-11-13,Νευρολογία
SHF_30670,Πρωινή,2026-11-13,Ογκολογία
SHF_30671,Απογευματινή,2026-11-13,Ογκολογία
SHF_30672,Νυχτερινή,2026-11-13,Ογκολογία
SHF_30673,Πρωινή,2026-11-13,Πνευμονολογία
SHF_30674,Απογευματινή,2026-11-13,Πνευμονολογία
SHF_30675,Νυχτερινή,2026-11-13,Πνευμονολογία
SHF_30676,Πρωινή,2026-11-13,Ουρολογία
SHF_30677,Απογευματινή,2026-11-13,Ουρολογία
SHF_30678,Νυχτερινή,2026-11-13,Ουρολογία
SHF_30679,Πρωινή,2026-11-13,Οφθαλμολογία
SHF_30680,Απογευματινή,2026-11-13,Οφθαλμολογία
SHF_30681,Νυχτερινή,2026-11-13,Οφθαλμολογία
SHF_30682,Πρωινή,2026-11-13,ΩΡΛ
SHF_30683,Απογευματινή,2026-11-13,ΩΡΛ
SHF_30684,Νυχτερινή,2026-11-13,ΩΡΛ
SHF_30685,Πρωινή,2026-11-13,Γαστρεντερολογία
SHF_30686,Απογευματινή,2026-11-13,Γαστρεντερολογία
SHF_30687,Νυχτερινή,2026-11-13,Γαστρεντερολογία
SHF_30688,Πρωινή,2026-11-13,Ενδοκρινολογία
SHF_30689,Απογευματινή,2026-11-13,Ενδοκρινολογία
SHF_30690,Νυχτερινή,2026-11-13,Ενδοκρινολογία
SHF_30691,Πρωινή,2026-11-14,Καρδιολογία
SHF_30692,Απογευματινή,2026-11-14,Καρδιολογία
SHF_30693,Νυχτερινή,2026-11-14,Καρδιολογία
SHF_30694,Πρωινή,2026-11-14,Χειρουργική
SHF_30695,Απογευματινή,2026-11-14,Χειρουργική
SHF_30696,Νυχτερινή,2026-11-14,Χειρουργική
SHF_30697,Πρωινή,2026-11-14,ΜΕΘ
SHF_30698,Απογευματινή,2026-11-14,ΜΕΘ
SHF_30699,Νυχτερινή,2026-11-14,ΜΕΘ
SHF_30700,Πρωινή,2026-11-14,Επείγοντα
SHF_30701,Απογευματινή,2026-11-14,Επείγοντα
SHF_30702,Νυχτερινή,2026-11-14,Επείγοντα
SHF_30703,Πρωινή,2026-11-14,Ορθοπεδική
SHF_30704,Απογευματινή,2026-11-14,Ορθοπεδική
SHF_30705,Νυχτερινή,2026-11-14,Ορθοπεδική
SHF_30706,Πρωινή,2026-11-14,Παιδιατρική
SHF_30707,Απογευματινή,2026-11-14,Παιδιατρική
SHF_30708,Νυχτερινή,2026-11-14,Παιδιατρική
SHF_30709,Πρωινή,2026-11-14,Γυναικολογία
SHF_30710,Απογευματινή,2026-11-14,Γυναικολογία
SHF_30711,Νυχτερινή,2026-11-14,Γυναικολογία
SHF_30712,Πρωινή,2026-11-14,Νευρολογία
SHF_30713,Απογευματινή,2026-11-14,Νευρολογία
SHF_30714,Νυχτερινή,2026-11-14,Νευρολογία
SHF_30715,Πρωινή,2026-11-14,Ογκολογία
SHF_30716,Απογευματινή,2026-11-14,Ογκολογία
SHF_30717,Νυχτερινή,2026-11-14,Ογκολογία
SHF_30718,Πρωινή,2026-11-14,Πνευμονολογία
SHF_30719,Απογευματινή,2026-11-14,Πνευμονολογία
SHF_30720,Νυχτερινή,2026-11-14,Πνευμονολογία
SHF_30721,Πρωινή,2026-11-14,Ουρολογία
SHF_30722,Απογευματινή,2026-11-14,Ουρολογία
SHF_30723,Νυχτερινή,2026-11-14,Ουρολογία
SHF_30724,Πρωινή,2026-11-14,Οφθαλμολογία
SHF_30725,Απογευματινή,2026-11-14,Οφθαλμολογία
SHF_30726,Νυχτερινή,2026-11-14,Οφθαλμολογία
SHF_30727,Πρωινή,2026-11-14,ΩΡΛ
SHF_30728,Απογευματινή,2026-11-14,ΩΡΛ
SHF_30729,Νυχτερινή,2026-11-14,ΩΡΛ
SHF_30730,Πρωινή,2026-11-14,Γαστρεντερολογία
SHF_30731,Απογευματινή,2026-11-14,Γαστρεντερολογία
SHF_30732,Νυχτερινή,2026-11-14,Γαστρεντερολογία
SHF_30733,Πρωινή,2026-11-14,Ενδοκρινολογία
SHF_30734,Απογευματινή,2026-11-14,Ενδοκρινολογία
SHF_30735,Νυχτερινή,2026-11-14,Ενδοκρινολογία
SHF_30736,Πρωινή,2026-11-15,Καρδιολογία
SHF_30737,Απογευματινή,2026-11-15,Καρδιολογία
SHF_30738,Νυχτερινή,2026-11-15,Καρδιολογία
SHF_30739,Πρωινή,2026-11-15,Χειρουργική
SHF_30740,Απογευματινή,2026-11-15,Χειρουργική
SHF_30741,Νυχτερινή,2026-11-15,Χειρουργική
SHF_30742,Πρωινή,2026-11-15,ΜΕΘ
SHF_30743,Απογευματινή,2026-11-15,ΜΕΘ
SHF_30744,Νυχτερινή,2026-11-15,ΜΕΘ
SHF_30745,Πρωινή,2026-11-15,Επείγοντα
SHF_30746,Απογευματινή,2026-11-15,Επείγοντα
SHF_30747,Νυχτερινή,2026-11-15,Επείγοντα
SHF_30748,Πρωινή,2026-11-15,Ορθοπεδική
SHF_30749,Απογευματινή,2026-11-15,Ορθοπεδική
SHF_30750,Νυχτερινή,2026-11-15,Ορθοπεδική
SHF_30751,Πρωινή,2026-11-15,Παιδιατρική
SHF_30752,Απογευματινή,2026-11-15,Παιδιατρική
SHF_30753,Νυχτερινή,2026-11-15,Παιδιατρική
SHF_30754,Πρωινή,2026-11-15,Γυναικολογία
SHF_30755,Απογευματινή,2026-11-15,Γυναικολογία
SHF_30756,Νυχτερινή,2026-11-15,Γυναικολογία
SHF_30757,Πρωινή,2026-11-15,Νευρολογία
SHF_30758,Απογευματινή,2026-11-15,Νευρολογία
SHF_30759,Νυχτερινή,2026-11-15,Νευρολογία
SHF_30760,Πρωινή,2026-11-15,Ογκολογία
SHF_30761,Απογευματινή,2026-11-15,Ογκολογία
SHF_30762,Νυχτερινή,2026-11-15,Ογκολογία
SHF_30763,Πρωινή,2026-11-15,Πνευμονολογία
SHF_30764,Απογευματινή,2026-11-15,Πνευμονολογία
SHF_30765,Νυχτερινή,2026-11-15,Πνευμονολογία
SHF_30766,Πρωινή,2026-11-15,Ουρολογία
SHF_30767,Απογευματινή,2026-11-15,Ουρολογία
SHF_30768,Νυχτερινή,2026-11-15,Ουρολογία
SHF_30769,Πρωινή,2026-11-15,Οφθαλμολογία
SHF_30770,Απογευματινή,2026-11-15,Οφθαλμολογία
SHF_30771,Νυχτερινή,2026-11-15,Οφθαλμολογία
SHF_30772,Πρωινή,2026-11-15,ΩΡΛ
SHF_30773,Απογευματινή,2026-11-15,ΩΡΛ
SHF_30774,Νυχτερινή,2026-11-15,ΩΡΛ
SHF_30775,Πρωινή,2026-11-15,Γαστρεντερολογία
SHF_30776,Απογευματινή,2026-11-15,Γαστρεντερολογία
SHF_30777,Νυχτερινή,2026-11-15,Γαστρεντερολογία
SHF_30778,Πρωινή,2026-11-15,Ενδοκρινολογία
SHF_30779,Απογευματινή,2026-11-15,Ενδοκρινολογία
SHF_30780,Νυχτερινή,2026-11-15,Ενδοκρινολογία
SHF_30781,Πρωινή,2026-11-16,Καρδιολογία
SHF_30782,Απογευματινή,2026-11-16,Καρδιολογία
SHF_30783,Νυχτερινή,2026-11-16,Καρδιολογία
SHF_30784,Πρωινή,2026-11-16,Χειρουργική
SHF_30785,Απογευματινή,2026-11-16,Χειρουργική
SHF_30786,Νυχτερινή,2026-11-16,Χειρουργική
SHF_30787,Πρωινή,2026-11-16,ΜΕΘ
SHF_30788,Απογευματινή,2026-11-16,ΜΕΘ
SHF_30789,Νυχτερινή,2026-11-16,ΜΕΘ
SHF_30790,Πρωινή,2026-11-16,Επείγοντα
SHF_30791,Απογευματινή,2026-11-16,Επείγοντα
SHF_30792,Νυχτερινή,2026-11-16,Επείγοντα
SHF_30793,Πρωινή,2026-11-16,Ορθοπεδική
SHF_30794,Απογευματινή,2026-11-16,Ορθοπεδική
SHF_30795,Νυχτερινή,2026-11-16,Ορθοπεδική
SHF_30796,Πρωινή,2026-11-16,Παιδιατρική
SHF_30797,Απογευματινή,2026-11-16,Παιδιατρική
SHF_30798,Νυχτερινή,2026-11-16,Παιδιατρική
SHF_30799,Πρωινή,2026-11-16,Γυναικολογία
SHF_30800,Απογευματινή,2026-11-16,Γυναικολογία
SHF_30801,Νυχτερινή,2026-11-16,Γυναικολογία
SHF_30802,Πρωινή,2026-11-16,Νευρολογία
SHF_30803,Απογευματινή,2026-11-16,Νευρολογία
SHF_30804,Νυχτερινή,2026-11-16,Νευρολογία
SHF_30805,Πρωινή,2026-11-16,Ογκολογία
SHF_30806,Απογευματινή,2026-11-16,Ογκολογία
SHF_30807,Νυχτερινή,2026-11-16,Ογκολογία
SHF_30808,Πρωινή,2026-11-16,Πνευμονολογία
SHF_30809,Απογευματινή,2026-11-16,Πνευμονολογία
SHF_30810,Νυχτερινή,2026-11-16,Πνευμονολογία
SHF_30811,Πρωινή,2026-11-16,Ουρολογία
SHF_30812,Απογευματινή,2026-11-16,Ουρολογία
SHF_30813,Νυχτερινή,2026-11-16,Ουρολογία
SHF_30814,Πρωινή,2026-11-16,Οφθαλμολογία
SHF_30815,Απογευματινή,2026-11-16,Οφθαλμολογία
SHF_30816,Νυχτερινή,2026-11-16,Οφθαλμολογία
SHF_30817,Πρωινή,2026-11-16,ΩΡΛ
SHF_30818,Απογευματινή,2026-11-16,ΩΡΛ
SHF_30819,Νυχτερινή,2026-11-16,ΩΡΛ
SHF_30820,Πρωινή,2026-11-16,Γαστρεντερολογία
SHF_30821,Απογευματινή,2026-11-16,Γαστρεντερολογία
SHF_30822,Νυχτερινή,2026-11-16,Γαστρεντερολογία
SHF_30823,Πρωινή,2026-11-16,Ενδοκρινολογία
SHF_30824,Απογευματινή,2026-11-16,Ενδοκρινολογία
SHF_30825,Νυχτερινή,2026-11-16,Ενδοκρινολογία
SHF_30826,Πρωινή,2026-11-17,Καρδιολογία
SHF_30827,Απογευματινή,2026-11-17,Καρδιολογία
SHF_30828,Νυχτερινή,2026-11-17,Καρδιολογία
SHF_30829,Πρωινή,2026-11-17,Χειρουργική
SHF_30830,Απογευματινή,2026-11-17,Χειρουργική
SHF_30831,Νυχτερινή,2026-11-17,Χειρουργική
SHF_30832,Πρωινή,2026-11-17,ΜΕΘ
SHF_30833,Απογευματινή,2026-11-17,ΜΕΘ
SHF_30834,Νυχτερινή,2026-11-17,ΜΕΘ
SHF_30835,Πρωινή,2026-11-17,Επείγοντα
SHF_30836,Απογευματινή,2026-11-17,Επείγοντα
SHF_30837,Νυχτερινή,2026-11-17,Επείγοντα
SHF_30838,Πρωινή,2026-11-17,Ορθοπεδική
SHF_30839,Απογευματινή,2026-11-17,Ορθοπεδική
SHF_30840,Νυχτερινή,2026-11-17,Ορθοπεδική
SHF_30841,Πρωινή,2026-11-17,Παιδιατρική
SHF_30842,Απογευματινή,2026-11-17,Παιδιατρική
SHF_30843,Νυχτερινή,2026-11-17,Παιδιατρική
SHF_30844,Πρωινή,2026-11-17,Γυναικολογία
SHF_30845,Απογευματινή,2026-11-17,Γυναικολογία
SHF_30846,Νυχτερινή,2026-11-17,Γυναικολογία
SHF_30847,Πρωινή,2026-11-17,Νευρολογία
SHF_30848,Απογευματινή,2026-11-17,Νευρολογία
SHF_30849,Νυχτερινή,2026-11-17,Νευρολογία
SHF_30850,Πρωινή,2026-11-17,Ογκολογία
SHF_30851,Απογευματινή,2026-11-17,Ογκολογία
SHF_30852,Νυχτερινή,2026-11-17,Ογκολογία
SHF_30853,Πρωινή,2026-11-17,Πνευμονολογία
SHF_30854,Απογευματινή,2026-11-17,Πνευμονολογία
SHF_30855,Νυχτερινή,2026-11-17,Πνευμονολογία
SHF_30856,Πρωινή,2026-11-17,Ουρολογία
SHF_30857,Απογευματινή,2026-11-17,Ουρολογία
SHF_30858,Νυχτερινή,2026-11-17,Ουρολογία
SHF_30859,Πρωινή,2026-11-17,Οφθαλμολογία
SHF_30860,Απογευματινή,2026-11-17,Οφθαλμολογία
SHF_30861,Νυχτερινή,2026-11-17,Οφθαλμολογία
SHF_30862,Πρωινή,2026-11-17,ΩΡΛ
SHF_30863,Απογευματινή,2026-11-17,ΩΡΛ
SHF_30864,Νυχτερινή,2026-11-17,ΩΡΛ
SHF_30865,Πρωινή,2026-11-17,Γαστρεντερολογία
SHF_30866,Απογευματινή,2026-11-17,Γαστρεντερολογία
SHF_30867,Νυχτερινή,2026-11-17,Γαστρεντερολογία
SHF_30868,Πρωινή,2026-11-17,Ενδοκρινολογία
SHF_30869,Απογευματινή,2026-11-17,Ενδοκρινολογία
SHF_30870,Νυχτερινή,2026-11-17,Ενδοκρινολογία
SHF_30871,Πρωινή,2026-11-18,Καρδιολογία
SHF_30872,Απογευματινή,2026-11-18,Καρδιολογία
SHF_30873,Νυχτερινή,2026-11-18,Καρδιολογία
SHF_30874,Πρωινή,2026-11-18,Χειρουργική
SHF_30875,Απογευματινή,2026-11-18,Χειρουργική
SHF_30876,Νυχτερινή,2026-11-18,Χειρουργική
SHF_30877,Πρωινή,2026-11-18,ΜΕΘ
SHF_30878,Απογευματινή,2026-11-18,ΜΕΘ
SHF_30879,Νυχτερινή,2026-11-18,ΜΕΘ
SHF_30880,Πρωινή,2026-11-18,Επείγοντα
SHF_30881,Απογευματινή,2026-11-18,Επείγοντα
SHF_30882,Νυχτερινή,2026-11-18,Επείγοντα
SHF_30883,Πρωινή,2026-11-18,Ορθοπεδική
SHF_30884,Απογευματινή,2026-11-18,Ορθοπεδική
SHF_30885,Νυχτερινή,2026-11-18,Ορθοπεδική
SHF_30886,Πρωινή,2026-11-18,Παιδιατρική
SHF_30887,Απογευματινή,2026-11-18,Παιδιατρική
SHF_30888,Νυχτερινή,2026-11-18,Παιδιατρική
SHF_30889,Πρωινή,2026-11-18,Γυναικολογία
SHF_30890,Απογευματινή,2026-11-18,Γυναικολογία
SHF_30891,Νυχτερινή,2026-11-18,Γυναικολογία
SHF_30892,Πρωινή,2026-11-18,Νευρολογία
SHF_30893,Απογευματινή,2026-11-18,Νευρολογία
SHF_30894,Νυχτερινή,2026-11-18,Νευρολογία
SHF_30895,Πρωινή,2026-11-18,Ογκολογία
SHF_30896,Απογευματινή,2026-11-18,Ογκολογία
SHF_30897,Νυχτερινή,2026-11-18,Ογκολογία
SHF_30898,Πρωινή,2026-11-18,Πνευμονολογία
SHF_30899,Απογευματινή,2026-11-18,Πνευμονολογία
SHF_30900,Νυχτερινή,2026-11-18,Πνευμονολογία
SHF_30901,Πρωινή,2026-11-18,Ουρολογία
SHF_30902,Απογευματινή,2026-11-18,Ουρολογία
SHF_30903,Νυχτερινή,2026-11-18,Ουρολογία
SHF_30904,Πρωινή,2026-11-18,Οφθαλμολογία
SHF_30905,Απογευματινή,2026-11-18,Οφθαλμολογία
SHF_30906,Νυχτερινή,2026-11-18,Οφθαλμολογία
SHF_30907,Πρωινή,2026-11-18,ΩΡΛ
SHF_30908,Απογευματινή,2026-11-18,ΩΡΛ
SHF_30909,Νυχτερινή,2026-11-18,ΩΡΛ
SHF_30910,Πρωινή,2026-11-18,Γαστρεντερολογία
SHF_30911,Απογευματινή,2026-11-18,Γαστρεντερολογία
SHF_30912,Νυχτερινή,2026-11-18,Γαστρεντερολογία
SHF_30913,Πρωινή,2026-11-18,Ενδοκρινολογία
SHF_30914,Απογευματινή,2026-11-18,Ενδοκρινολογία
SHF_30915,Νυχτερινή,2026-11-18,Ενδοκρινολογία
SHF_30916,Πρωινή,2026-11-19,Καρδιολογία
SHF_30917,Απογευματινή,2026-11-19,Καρδιολογία
SHF_30918,Νυχτερινή,2026-11-19,Καρδιολογία
SHF_30919,Πρωινή,2026-11-19,Χειρουργική
SHF_30920,Απογευματινή,2026-11-19,Χειρουργική
SHF_30921,Νυχτερινή,2026-11-19,Χειρουργική
SHF_30922,Πρωινή,2026-11-19,ΜΕΘ
SHF_30923,Απογευματινή,2026-11-19,ΜΕΘ
SHF_30924,Νυχτερινή,2026-11-19,ΜΕΘ
SHF_30925,Πρωινή,2026-11-19,Επείγοντα
SHF_30926,Απογευματινή,2026-11-19,Επείγοντα
SHF_30927,Νυχτερινή,2026-11-19,Επείγοντα
SHF_30928,Πρωινή,2026-11-19,Ορθοπεδική
SHF_30929,Απογευματινή,2026-11-19,Ορθοπεδική
SHF_30930,Νυχτερινή,2026-11-19,Ορθοπεδική
SHF_30931,Πρωινή,2026-11-19,Παιδιατρική
SHF_30932,Απογευματινή,2026-11-19,Παιδιατρική
SHF_30933,Νυχτερινή,2026-11-19,Παιδιατρική
SHF_30934,Πρωινή,2026-11-19,Γυναικολογία
SHF_30935,Απογευματινή,2026-11-19,Γυναικολογία
SHF_30936,Νυχτερινή,2026-11-19,Γυναικολογία
SHF_30937,Πρωινή,2026-11-19,Νευρολογία
SHF_30938,Απογευματινή,2026-11-19,Νευρολογία
SHF_30939,Νυχτερινή,2026-11-19,Νευρολογία
SHF_30940,Πρωινή,2026-11-19,Ογκολογία
SHF_30941,Απογευματινή,2026-11-19,Ογκολογία
SHF_30942,Νυχτερινή,2026-11-19,Ογκολογία
SHF_30943,Πρωινή,2026-11-19,Πνευμονολογία
SHF_30944,Απογευματινή,2026-11-19,Πνευμονολογία
SHF_30945,Νυχτερινή,2026-11-19,Πνευμονολογία
SHF_30946,Πρωινή,2026-11-19,Ουρολογία
SHF_30947,Απογευματινή,2026-11-19,Ουρολογία
SHF_30948,Νυχτερινή,2026-11-19,Ουρολογία
SHF_30949,Πρωινή,2026-11-19,Οφθαλμολογία
SHF_30950,Απογευματινή,2026-11-19,Οφθαλμολογία
SHF_30951,Νυχτερινή,2026-11-19,Οφθαλμολογία
SHF_30952,Πρωινή,2026-11-19,ΩΡΛ
SHF_30953,Απογευματινή,2026-11-19,ΩΡΛ
SHF_30954,Νυχτερινή,2026-11-19,ΩΡΛ
SHF_30955,Πρωινή,2026-11-19,Γαστρεντερολογία
SHF_30956,Απογευματινή,2026-11-19,Γαστρεντερολογία
SHF_30957,Νυχτερινή,2026-11-19,Γαστρεντερολογία
