ΚΩΔΙΚΟΣ_ΕΞΕΤΑΣΗΣ,ΤΥΠΟΣ,ΚΟΣΤΟΣ
EXM_13265,Γενική Αίματος,158.24
EXM_13266,PCR COVID-19,68.66
EXM_13267,Χοληστερίνη,128.72
EXM_13268,Ηλεκτροκαρδιογράφημα (ΗΚΓ),68.55
EXM_13269,Ηλεκτροκαρδιογράφημα (ΗΚΓ),116.88
EXM_13270,Χοληστερίνη,224.46
EXM_13271,Ακτινογραφία Θώρακος,62.48
EXM_13272,Σάκχαρο Αίματος,71.53
EXM_13273,Ακτινογραφία Θώρακος,117.94
EXM_13274,Υπέρηχος Κοιλίας,157.93
EXM_13275,Υπέρηχος Κοιλίας,162.54
EXM_13276,Ηλεκτροκαρδιογράφημα (ΗΚΓ),201.57
EXM_13277,Ουρία,64.89
EXM_13278,PCR COVID-19,75.42
EXM_13279,Γενική Αίματος,56.12
EXM_13280,Ηλεκτροκαρδιογράφημα (ΗΚΓ),33.61
EXM_13281,Μαγνητική Τομογραφία (MRI),27.47
EXM_13282,Ακτινογραφία Θώρακος,24.88
EXM_13283,PCR COVID-19,217.99
EXM_13284,Μαγνητική Τομογραφία (MRI),174.8
EXM_13285,Χοληστερίνη,220.08
EXM_13286,Κρεατινίνη,121.26
EXM_13287,Ακτινογραφία Θώρακος,195.16
EXM_13288,Υπέρηχος Κοιλίας,33.81
EXM_13289,Υπέρηχος Κοιλίας,199.02
EXM_13290,Γενική Αίματος,102.44
EXM_13291,Ακτινογραφία Θώρακος,198.61
EXM_13292,Ακτινογραφία Θώρακος,120.62
EXM_13293,Υπέρηχος Κοιλίας,230.76
EXM_13294,Χοληστερίνη,249.1
EXM_13295,Μαγνητική Τομογραφία (MRI),165.02
EXM_13296,PCR COVID-19,115.77
EXM_13297,PCR COVID-19,239.75
EXM_13298,Σάκχαρο Αίματος,91.24
EXM_13299,Χοληστερίνη,84.17
EXM_13300,Μαγνητική Τομογραφία (MRI),157.67
EXM_13301,Μαγνητική Τομογραφία (MRI),127.21
EXM_13302,Σάκχαρο Αίματος,109.66
EXM_13303,Ηλεκτροκαρδιογράφημα (ΗΚΓ),15.82
EXM_13304,Κρεατινίνη,48.67
EXM_13305,Χοληστερίνη,208.35
EXM_13306,Γενική Αίματος,44.98
EXM_13307,Μαγνητική Τομογραφία (MRI),216.37
EXM_13308,Ακτινογραφία Θώρακος,15.29
EXM_13309,Ακτινογραφία Θώρακος,234.94
EXM_13310,Σάκχαρο Αίματος,106.04
EXM_13311,Ουρία,20.82
EXM_13312,Μαγνητική Τομογραφία (MRI),60.11
EXM_13313,Κρεατινίνη,124.38
EXM_13314,Χοληστερίνη,216.99
EXM_13315,Υπέρηχος Κοιλίας,88.85
EXM_13316,Ηλεκτροκαρδιογράφημα (ΗΚΓ),156.26
EXM_13317,Κρεατινίνη,122.5
EXM_13318,Ηλεκτροκαρδιογράφημα (ΗΚΓ),73.51
EXM_13319,Ουρία,146.1
EXM_13320,Γενική Αίματος,203.34
EXM_13321,Κρεατινίνη,33.48
EXM_13322,Σάκχαρο Αίματος,87.41
EXM_13323,Ακτινογραφία Θώρακος,169.88
EXM_13324,Χοληστερίνη,30.02
EXM_13325,Σάκχαρο Αίματος,221.98
EXM_13326,Ηλεκτροκαρδιογράφημα (ΗΚΓ),69.15
EXM_13327,Ηλεκτροκαρδιογράφημα (ΗΚΓ),24.67
EXM_13328,Γενική Αίματος,174.01
EXM_13329,Χοληστερίνη,167.56
EXM_13330,Ηλεκτροκαρδιογράφημα (ΗΚΓ),233.2
EXM_13331,Κρεατινίνη,99.48
EXM_13332,PCR COVID-19,48.0
EXM_13333,Κρεατινίνη,109.68
EXM_13334,PCR COVID-19,48.46
EXM_13335,Κρεατινίνη,208.85
EXM_13336,Σάκχαρο Αίματος,169.24
EXM_13337,Χοληστερίνη,242.72
EXM_13338,Σάκχαρο Αίματος,53.3
EXM_13339,Ηλεκτροκαρδιογράφημα (ΗΚΓ),166.1
EXM_13340,Υπέρηχος Κοιλίας,104.21
EXM_13341,Ακτινογραφία Θώρακος,235.63
EXM_13342,Κρεατινίνη,230.89
EXM_13343,Μαγνητική Τομογραφία (MRI),94.9
EXM_13344,Ακτινογραφία Θώρακος,181.96
EXM_13345,Ουρία,108.7
EXM_13346,Μαγνητική Τομογραφία (MRI),216.59
EXM_13347,Ηλεκτροκαρδιογράφημα (ΗΚΓ),204.86
EXM_13348,Ηλεκτροκαρδιογράφημα (ΗΚΓ),100.58
EXM_13349,Σάκχαρο Αίματος,229.41
EXM_13350,Ηλεκτροκαρδιογράφημα (ΗΚΓ),188.41
EXM_13351,Γενική Αίματος,135.38
EXM_13352,Σάκχαρο Αίματος,227.91
EXM_13353,Ηλεκτροκαρδιογράφημα (ΗΚΓ),126.58
EXM_13354,Ηλεκτροκαρδιογράφημα (ΗΚΓ),192.12
EXM_13355,Μαγνητική Τομογραφία (MRI),64.75
EXM_13356,Ακτινογραφία Θώρακος,226.33
EXM_13357,PCR COVID-19,86.71
EXM_13358,Μαγνητική Τομογραφία (MRI),112.2
EXM_13359,Χοληστερίνη,95.57
EXM_13360,Σάκχαρο Αίματος,90.57
EXM_13361,Ακτινογραφία Θώρακος,213.82
EXM_13362,Ακτινογραφία Θώρακος,57.91
EXM_13363,Γενική Αίματος,39.57
EXM_13364,Κρεατινίνη,192.22
EXM_13365,Ουρία,174.7
EXM_13366,Μαγνητική Τομογραφία (MRI),100.42
EXM_13367,Κρεατινίνη,214.56
EXM_13368,Χοληστερίνη,77.96
EXM_13369,Γενική Αίματος,174.27
EXM_13370,Γενική Αίματος,100.57
EXM_13371,Ακτινογραφία Θώρακος,200.07
EXM_13372,Υπέρηχος Κοιλίας,248.89
EXM_13373,Σάκχαρο Αίματος,96.37
EXM_13374,Κρεατινίνη,189.13
EXM_13375,Ουρία,32.04
EXM_13376,Μαγνητική Τομογραφία (MRI),180.67
EXM_13377,Χοληστερίνη,99.03
EXM_13378,Μαγνητική Τομογραφία (MRI),49.58
EXM_13379,Κρεατινίνη,143.73
EXM_13380,Υπέρηχος Κοιλίας,239.9
EXM_13381,PCR COVID-19,146.73
EXM_13382,Ουρία,79.08
EXM_13383,Ακτινογραφία Θώρακος,85.02
EXM_13384,Γενική Αίματος,129.12
EXM_13385,Ηλεκτροκαρδιογράφημα (ΗΚΓ),78.55
EXM_13386,Μαγνητική Τομογραφία (MRI),145.94
EXM_13387,Γενική Αίματος,106.26
EXM_13388,Ηλεκτροκαρδιογράφημα (ΗΚΓ),227.61
EXM_13389,PCR COVID-19,211.15
EXM_13390,Κρεατινίνη,174.45
EXM_13391,Ηλεκτροκαρδιογράφημα (ΗΚΓ),35.54
EXM_13392,PCR COVID-19,86.91
EXM_13393,Κρεατινίνη,101.1
EXM_13394,PCR COVID-19,206.98
EXM_13395,Υπέρηχος Κοιλίας,71.49
EXM_13396,PCR COVID-19,100.23
EXM_13397,PCR COVID-19,127.29
EXM_13398,Σάκχαρο Αίματος,168.29
EXM_13399,PCR COVID-19,74.4
EXM_13400,Μαγνητική Τομογραφία (MRI),36.88
EXM_13401,Ακτινογραφία Θώρακος,190.68
EXM_13402,Υπέρηχος Κοιλίας,46.62
EXM_13403,PCR COVID-19,92.18
EXM_13404,Γενική Αίματος,69.37
EXM_13405,Σάκχαρο Αίματος,66.53
EXM_13406,Ηλεκτροκαρδιογράφημα (ΗΚΓ),169.5
EXM_13407,Κρεατινίνη,57.63
EXM_13408,Γενική Αίματος,113.88
EXM_13409,Ακτινογραφία Θώρακος,151.54
EXM_13410,Ακτινογραφία Θώρακος,47.41
EXM_13411,Χοληστερίνη,141.13
EXM_13412,Ηλεκτροκαρδιογράφημα (ΗΚΓ),39.26
EXM_13413,Χοληστερίνη,103.83
EXM_13414,Ηλεκτροκαρδιογράφημα (ΗΚΓ),236.78
EXM_13415,PCR COVID-19,147.55
EXM_13416,Ουρία,177.48
EXM_13417,Υπέρηχος Κοιλίας,58.06
EXM_13418,Γενική Αίματος,224.7
EXM_13419,Ακτινογραφία Θώρακος,210.82
EXM_13420,Κρεατινίνη,145.98
EXM_13421,Ακτινογραφία Θώρακος,221.41
EXM_13422,Κρεατινίνη,182.65
EXM_13423,Γενική Αίματος,75.27
EXM_13424,Μαγνητική Τομογραφία (MRI),62.63
EXM_13425,Χοληστερίνη,97.48
EXM_13426,Κρεατινίνη,230.99
EXM_13427,Μαγνητική Τομογραφία (MRI),225.83
EXM_13428,Γενική Αίματος,29.55
EXM_13429,Υπέρηχος Κοιλίας,66.23
EXM_13430,Ακτινογραφία Θώρακος,79.02
EXM_13431,PCR COVID-19,203.81
EXM_13432,Σάκχαρο Αίματος,39.71
EXM_13433,Χοληστερίνη,117.95
EXM_13434,Κρεατινίνη,39.25
EXM_13435,PCR COVID-19,178.71
EXM_13436,Υπέρηχος Κοιλίας,172.65
EXM_13437,Γενική Αίματος,57.41
EXM_13438,Ηλεκτροκαρδιογράφημα (ΗΚΓ),102.99
EXM_13439,Ακτινογραφία Θώρακος,120.44
EXM_13440,Σάκχαρο Αίματος,193.33
EXM_13441,Ηλεκτροκαρδιογράφημα (ΗΚΓ),86.26
EXM_13442,Μαγνητική Τομογραφία (MRI),75.08
EXM_13443,Υπέρηχος Κοιλίας,159.25
EXM_13444,Μαγνητική Τομογραφία (MRI),177.94
EXM_13445,Ηλεκτροκαρδιογράφημα (ΗΚΓ),212.83
EXM_13446,Γενική Αίματος,158.32
EXM_13447,Μαγνητική Τομογραφία (MRI),195.68
EXM_13448,Σάκχαρο Αίματος,135.66
EXM_13449,Γενική Αίματος,86.43
EXM_13450,Χοληστερίνη,15.94
EXM_13451,Σάκχαρο Αίματος,48.81
EXM_13452,Ηλεκτροκαρδιογράφημα (ΗΚΓ),149.0
EXM_13453,Ουρία,143.6
EXM_13454,Γενική Αίματος,225.74
EXM_13455,Μαγνητική Τομογραφία (MRI),181.95
EXM_13456,Σάκχαρο Αίματος,45.14
EXM_13457,Ουρία,137.34
EXM_13458,Μαγνητική Τομογραφία (MRI),165.2
EXM_13459,Ουρία,179.47
EXM_13460,Σάκχαρο Αίματος,56.0
EXM_13461,PCR COVID-19,29.5
EXM_13462,Ακτινογραφία Θώρακος,219.38
EXM_13463,Υπέρηχος Κοιλίας,212.95
EXM_13464,Σάκχαρο Αίματος,162.29
EXM_13465,Γενική Αίματος,173.31
EXM_13466,Γενική Αίματος,146.46
EXM_13467,Σάκχαρο Αίματος,56.48
EXM_13468,Μαγνητική Τομογραφία (MRI),136.28
EXM_13469,Υπέρηχος Κοιλίας,20.34
EXM_13470,Υπέρηχος Κοιλίας,186.07
EXM_13471,Μαγνητική Τομογραφία (MRI),40.6
EXM_13472,Σάκχαρο Αίματος,210.18
EXM_13473,Μαγνητική Τομογραφία (MRI),39.53
EXM_13474,Κρεατινίνη,131.63
EXM_13475,Κρεατινίνη,30.05
EXM_13476,Μαγνητική Τομογραφία (MRI),227.4
EXM_13477,Χοληστερίνη,96.81
EXM_13478,PCR COVID-19,163.9
EXM_13479,Μαγνητική Τομογραφία (MRI),191.72
EXM_13480,Κρεατινίνη,99.03
EXM_13481,Γενική Αίματος,237.34
EXM_13482,Χοληστερίνη,84.75
EXM_13483,Γενική Αίματος,233.86
EXM_13484,Ηλεκτροκαρδιογράφημα (ΗΚΓ),248.51
EXM_13485,Κρεατινίνη,161.09
EXM_13486,Χοληστερίνη,151.99
EXM_13487,Χοληστερίνη,43.95
EXM_13488,Ακτινογραφία Θώρακος,195.36
EXM_13489,Μαγνητική Τομογραφία (MRI),104.22
EXM_13490,Ηλεκτροκαρδιογράφημα (ΗΚΓ),117.44
EXM_13491,Ουρία,179.37
EXM_13492,Υπέρηχος Κοιλίας,46.88
EXM_13493,Ουρία,249.21
EXM_13494,Χοληστερίνη,166.38
EXM_13495,Μαγνητική Τομογραφία (MRI),72.55
EXM_13496,Γενική Αίματος,223.66
EXM_13497,Σάκχαρο Αίματος,77.79
EXM_13498,Χοληστερίνη,60.2
EXM_13499,Σάκχαρο Αίματος,110.7
EXM_13500,Ουρία,92.5
EXM_13501,Ηλεκτροκαρδιογράφημα (ΗΚΓ),166.58
EXM_13502,Σάκχαρο Αίματος,118.8
EXM_13503,Μαγνητική Τομογραφία (MRI),25.33
EXM_13504,Υπέρηχος Κοιλίας,150.42
EXM_13505,Ηλεκτροκαρδιογράφημα (ΗΚΓ),41.73
EXM_13506,Ουρία,119.63
EXM_13507,Κρεατινίνη,157.92
EXM_13508,Ηλεκτροκαρδιογράφημα (ΗΚΓ),40.12
EXM_13509,Ηλεκτροκαρδιογράφημα (ΗΚΓ),164.36
EXM_13510,Ηλεκτροκαρδιογράφημα (ΗΚΓ),41.2
EXM_13511,Υπέρηχος Κοιλίας,65.31
EXM_13512,Ηλεκτροκαρδιογράφημα (ΗΚΓ),82.42
EXM_13513,Ακτινογραφία Θώρακος,137.73
EXM_13514,Υπέρηχος Κοιλίας,64.55
EXM_13515,Σάκχαρο Αίματος,173.72
EXM_13516,Κρεατινίνη,15.27
EXM_13517,Ακτινογραφία Θώρακος,42.26
EXM_13518,Σάκχαρο Αίματος,243.34
EXM_13519,Κρεατινίνη,53.91
EXM_13520,Μαγνητική Τομογραφία (MRI),39.27
EXM_13521,PCR COVID-19,89.28
EXM_13522,Μαγνητική Τομογραφία (MRI),195.51
EXM_13523,Κρεατινίνη,94.24
EXM_13524,Ακτινογραφία Θώρακος,135.33
EXM_13525,Χοληστερίνη,127.1
EXM_13526,Ηλεκτροκαρδιογράφημα (ΗΚΓ),126.99
EXM_13527,Σάκχαρο Αίματος,111.33
EXM_13528,Ουρία,163.16
EXM_13529,Γενική Αίματος,197.6
EXM_13530,Μαγνητική Τομογραφία (MRI),196.9
EXM_13531,Κρεατινίνη,69.27
EXM_13532,Γενική Αίματος,175.26
EXM_13533,Μαγνητική Τομογραφία (MRI),114.35
EXM_13534,Ηλεκτροκαρδιογράφημα (ΗΚΓ),95.28
EXM_13535,Σάκχαρο Αίματος,84.92
EXM_13536,Ουρία,244.01
EXM_13537,Μαγνητική Τομογραφία (MRI),132.84
EXM_13538,Ουρία,241.48
EXM_13539,Χοληστερίνη,216.12
EXM_13540,Μαγνητική Τομογραφία (MRI),127.34
EXM_13541,Υπέρηχος Κοιλίας,137.08
EXM_13542,Κρεατινίνη,26.94
EXM_13543,Ακτινογραφία Θώρακος,96.74
EXM_13544,Μαγνητική Τομογραφία (MRI),79.37
EXM_13545,Μαγνητική Τομογραφία (MRI),71.61
EXM_13546,Κρεατινίνη,201.77
EXM_13547,Ηλεκτροκαρδιογράφημα (ΗΚΓ),171.28
EXM_13548,Ηλεκτροκαρδιογράφημα (ΗΚΓ),154.4
EXM_13549,Ηλεκτροκαρδιογράφημα (ΗΚΓ),223.23
EXM_13550,PCR COVID-19,71.68
EXM_13551,Κρεατινίνη,59.45
EXM_13552,Ηλεκτροκαρδιογράφημα (ΗΚΓ),26.25
EXM_13553,Ακτινογραφία Θώρακος,20.56
EXM_13554,Σάκχαρο Αίματος,84.56
EXM_13555,Κρεατινίνη,150.33
EXM_13556,Ακτινογραφία Θώρακος,90.68
EXM_13557,Κρεατινίνη,59.41
EXM_13558,Υπέρηχος Κοιλίας,126.13
EXM_13559,Κρεατινίνη,176.15
EXM_13560,Ουρία,89.12
EXM_13561,Ακτινογραφία Θώρακος,131.02
EXM_13562,Υπέρηχος Κοιλίας,228.36
EXM_13563,Υπέρηχος Κοιλίας,238.27
EXM_13564,Χοληστερίνη,193.96
EXM_13565,Ηλεκτροκαρδιογράφημα (ΗΚΓ),83.91
EXM_13566,Γενική Αίματος,35.79
EXM_13567,Μαγνητική Τομογραφία (MRI),69.1
EXM_13568,Υπέρηχος Κοιλίας,230.49
EXM_13569,Σάκχαρο Αίματος,69.47
EXM_13570,Ηλεκτροκαρδιογράφημα (ΗΚΓ),184.12
EXM_13571,Χοληστερίνη,244.46
EXM_13572,Μαγνητική Τομογραφία (MRI),224.35
EXM_13573,Ουρία,67.38
EXM_13574,PCR COVID-19,37.69
EXM_13575,Μαγνητική Τομογραφία (MRI),185.34
EXM_13576,Ουρία,172.91
EXM_13577,PCR COVID-19,224.67
EXM_13578,Γενική Αίματος,34.54
EXM_13579,Ουρία,132.38
EXM_13580,Σάκχαρο Αίματος,207.73
EXM_13581,Σάκχαρο Αίματος,210.06
EXM_13582,Κρεατινίνη,148.33
EXM_13583,Χοληστερίνη,193.86
EXM_13584,Κρεατινίνη,120.9
EXM_13585,Μαγνητική Τομογραφία (MRI),47.93
EXM_13586,Μαγνητική Τομογραφία (MRI),123.92
EXM_13587,Χοληστερίνη,130.13
EXM_13588,Ακτινογραφία Θώρακος,222.65
EXM_13589,PCR COVID-19,103.26
EXM_13590,Υπέρηχος Κοιλίας,150.01
EXM_13591,Ουρία,208.93
EXM_13592,Μαγνητική Τομογραφία (MRI),121.71
EXM_13593,Κρεατινίνη,98.81
EXM_13594,Υπέρηχος Κοιλίας,212.2
EXM_13595,Γενική Αίματος,224.31
EXM_13596,Χοληστερίνη,84.26
EXM_13597,Ακτινογραφία Θώρακος,44.26
EXM_13598,Ακτινογραφία Θώρακος,244.85
EXM_13599,Ουρία,52.21
EXM_13600,Ακτινογραφία Θώρακος,53.14
EXM_13601,Χοληστερίνη,162.61
EXM_13602,Ακτινογραφία Θώρακος,86.86
EXM_13603,PCR COVID-19,191.0
EXM_13604,Κρεατινίνη,53.76
EXM_13605,Ηλεκτροκαρδιογράφημα (ΗΚΓ),81.07
EXM_13606,Ηλεκτροκαρδιογράφημα (ΗΚΓ),46.89
EXM_13607,Σάκχαρο Αίματος,91.54
EXM_13608,Ηλεκτροκαρδιογράφημα (ΗΚΓ),146.16
EXM_13609,Ουρία,48.91
EXM_13610,Ουρία,123.19
EXM_13611,Μαγνητική Τομογραφία (MRI),86.55
EXM_13612,Μαγνητική Τομογραφία (MRI),103.99
EXM_13613,Ακτινογραφία Θώρακος,232.18
EXM_13614,Μαγνητική Τομογραφία (MRI),52.72
EXM_13615,Μαγνητική Τομογραφία (MRI),45.36
EXM_13616,Ηλεκτροκαρδιογράφημα (ΗΚΓ),136.81
EXM_13617,Σάκχαρο Αίματος,74.09
EXM_13618,PCR COVID-19,194.72
EXM_13619,Κρεατινίνη,167.0
EXM_13620,PCR COVID-19,75.05
EXM_13621,Υπέρηχος Κοιλίας,72.36
EXM_13622,Γενική Αίματος,226.58
EXM_13623,Υπέρηχος Κοιλίας,47.1
EXM_13624,Χοληστερίνη,165.99
EXM_13625,PCR COVID-19,247.86
EXM_13626,Ηλεκτροκαρδιογράφημα (ΗΚΓ),216.13
EXM_13627,Χοληστερίνη,23.28
EXM_13628,Ακτινογραφία Θώρακος,244.33
EXM_13629,Υπέρηχος Κοιλίας,99.83
EXM_13630,PCR COVID-19,37.91
EXM_13631,PCR COVID-19,209.89
EXM_13632,Μαγνητική Τομογραφία (MRI),176.3
EXM_13633,Γενική Αίματος,52.12
EXM_13634,Σάκχαρο Αίματος,243.26
EXM_13635,Υπέρηχος Κοιλίας,130.53
EXM_13636,Ηλεκτροκαρδιογράφημα (ΗΚΓ),234.64
EXM_13637,Χοληστερίνη,210.4
EXM_13638,Γενική Αίματος,57.53
EXM_13639,Χοληστερίνη,34.77
EXM_13640,PCR COVID-19,122.72
EXM_13641,Κρεατινίνη,38.21
EXM_13642,Γενική Αίματος,193.49
EXM_13643,Ηλεκτροκαρδιογράφημα (ΗΚΓ),74.78
EXM_13644,Ηλεκτροκαρδιογράφημα (ΗΚΓ),220.46
EXM_13645,PCR COVID-19,67.15
EXM_13646,Ακτινογραφία Θώρακος,126.98
EXM_13647,Σάκχαρο Αίματος,158.67
EXM_13648,Χοληστερίνη,227.23
EXM_13649,Ηλεκτροκαρδιογράφημα (ΗΚΓ),133.27
EXM_13650,Ακτινογραφία Θώρακος,223.81
EXM_13651,Ηλεκτροκαρδιογράφημα (ΗΚΓ),204.48
EXM_13652,Κρεατινίνη,64.69
EXM_13653,Γενική Αίματος,107.14
EXM_13654,Σάκχαρο Αίματος,155.91
EXM_13655,Κρεατινίνη,146.41
EXM_13656,Ακτινογραφία Θώρακος,65.84
EXM_13657,Ουρία,244.39
EXM_13658,Ακτινογραφία Θώρακος,176.95
EXM_13659,Κρεατινίνη,209.54
EXM_13660,Γενική Αίματος,107.16
EXM_13661,Σάκχαρο Αίματος,182.13
EXM_13662,Γενική Αίματος,70.31
EXM_13663,PCR COVID-19,232.45
EXM_13664,PCR COVID-19,226.58
EXM_13665,Ουρία,234.08
EXM_13666,Κρεατινίνη,162.9
EXM_13667,Χοληστερίνη,119.65
EXM_13668,PCR COVID-19,225.75
EXM_13669,Ηλεκτροκαρδιογράφημα (ΗΚΓ),217.3
EXM_13670,Ακτινογραφία Θώρακος,173.68
EXM_13671,Ουρία,48.49
EXM_13672,Γενική Αίματος,156.53
EXM_13673,Μαγνητική Τομογραφία (MRI),140.98
EXM_13674,Υπέρηχος Κοιλίας,191.75
EXM_13675,Χοληστερίνη,124.71
EXM_13676,Υπέρηχος Κοιλίας,161.36
EXM_13677,Υπέρηχος Κοιλίας,106.78
EXM_13678,Σάκχαρο Αίματος,115.0
EXM_13679,Ουρία,70.49
EXM_13680,Χοληστερίνη,30.85
EXM_13681,Ακτινογραφία Θώρακος,244.11
EXM_13682,PCR COVID-19,188.14
EXM_13683,Ακτινογραφία Θώρακος,178.89
EXM_13684,Κρεατινίνη,63.61
EXM_13685,Ακτινογραφία Θώρακος,172.62
EXM_13686,Υπέρηχος Κοιλίας,150.22
EXM_13687,Γενική Αίματος,133.37
EXM_13688,PCR COVID-19,234.6
EXM_13689,Χοληστερίνη,177.8
EXM_13690,Χοληστερίνη,87.95
EXM_13691,Ακτινογραφία Θώρακος,137.41
EXM_13692,Κρεατινίνη,123.03
EXM_13693,Γενική Αίματος,18.81
EXM_13694,Κρεατινίνη,148.73
EXM_13695,Μαγνητική Τομογραφία (MRI),33.84
EXM_13696,Ηλεκτροκαρδιογράφημα (ΗΚΓ),244.31
EXM_13697,Γενική Αίματος,94.92
EXM_13698,Ακτινογραφία Θώρακος,154.98
EXM_13699,PCR COVID-19,138.17
EXM_13700,Κρεατινίνη,242.48
EXM_13701,Σάκχαρο Αίματος,228.96
EXM_13702,Ηλεκτροκαρδιογράφημα (ΗΚΓ),135.99
EXM_13703,Υπέρηχος Κοιλίας,20.13
EXM_13704,Σάκχαρο Αίματος,52.22
EXM_13705,Χοληστερίνη,212.49
EXM_13706,Ηλεκτροκαρδιογράφημα (ΗΚΓ),220.34
EXM_13707,Ακτινογραφία Θώρακος,176.85
EXM_13708,Γενική Αίματος,89.91
EXM_13709,PCR COVID-19,245.59
EXM_13710,Σάκχαρο Αίματος,35.25
EXM_13711,Χοληστερίνη,50.01
EXM_13712,Ουρία,209.95
EXM_13713,Γενική Αίματος,27.34
EXM_13714,Ουρία,203.42
EXM_13715,Χοληστερίνη,192.92
EXM_13716,Χοληστερίνη,35.51
EXM_13717,Ουρία,25.69
EXM_13718,Χοληστερίνη,111.0
EXM_13719,Χοληστερίνη,176.47
EXM_13720,Υπέρηχος Κοιλίας,88.65
EXM_13721,PCR COVID-19,44.57
EXM_13722,Ακτινογραφία Θώρακος,197.1
EXM_13723,Κρεατινίνη,231.39
EXM_13724,Υπέρηχος Κοιλίας,29.41
EXM_13725,Μαγνητική Τομογραφία (MRI),77.37
EXM_13726,Ηλεκτροκαρδιογράφημα (ΗΚΓ),214.83
EXM_13727,Κρεατινίνη,242.3
EXM_13728,Ακτινογραφία Θώρακος,159.6
EXM_13729,Κρεατινίνη,48.5
EXM_13730,Γενική Αίματος,24.2
EXM_13731,Κρεατινίνη,128.45
EXM_13732,Ουρία,173.74
EXM_13733,Ουρία,143.48
EXM_13734,Κρεατινίνη,84.75
EXM_13735,Ουρία,88.64
EXM_13736,Υπέρηχος Κοιλίας,177.35
EXM_13737,Ηλεκτροκαρδιογράφημα (ΗΚΓ),71.08
EXM_13738,Ακτινογραφία Θώρακος,135.72
EXM_13739,Ηλεκτροκαρδιογράφημα (ΗΚΓ),192.8
EXM_13740,Κρεατινίνη,117.7
EXM_13741,Μαγνητική Τομογραφία (MRI),185.15
EXM_13742,Ηλεκτροκαρδιογράφημα (ΗΚΓ),22.65
EXM_13743,Ηλεκτροκαρδιογράφημα (ΗΚΓ),181.48
EXM_13744,Υπέρηχος Κοιλίας,108.42
EXM_13745,Χοληστερίνη,118.56
EXM_13746,Μαγνητική Τομογραφία (MRI),82.79
EXM_13747,Μαγνητική Τομογραφία (MRI),179.12
EXM_13748,Ηλεκτροκαρδιογράφημα (ΗΚΓ),22.89
EXM_13749,Ηλεκτροκαρδιογράφημα (ΗΚΓ),156.98
EXM_13750,PCR COVID-19,19.14
EXM_13751,Κρεατινίνη,220.4
EXM_13752,Χοληστερίνη,22.15
EXM_13753,Γενική Αίματος,205.39
EXM_13754,Υπέρηχος Κοιλίας,121.15
EXM_13755,Μαγνητική Τομογραφία (MRI),198.35
EXM_13756,Υπέρηχος Κοιλίας,21.88
EXM_13757,Μαγνητική Τομογραφία (MRI),27.52
EXM_13758,Χοληστερίνη,151.47
EXM_13759,Ηλεκτροκαρδιογράφημα (ΗΚΓ),143.6
EXM_13760,Υπέρηχος Κοιλίας,215.53
EXM_13761,Χοληστερίνη,181.64
EXM_13762,Υπέρηχος Κοιλίας,120.02
EXM_13763,Μαγνητική Τομογραφία (MRI),68.63
EXM_13764,PCR COVID-19,24.24
EXM_13765,Ηλεκτροκαρδιογράφημα (ΗΚΓ),185.35
EXM_13766,Γενική Αίματος,142.35
EXM_13767,Γενική Αίματος,68.42
EXM_13768,Γενική Αίματος,233.93
EXM_13769,Σάκχαρο Αίματος,115.57
EXM_13770,Ουρία,153.14
EXM_13771,Ουρία,128.66
EXM_13772,Ουρία,16.29
EXM_13773,Ουρία,166.14
EXM_13774,Σάκχαρο Αίματος,81.16
EXM_13775,Ηλεκτροκαρδιογράφημα (ΗΚΓ),73.28
EXM_13776,Ηλεκτροκαρδιογράφημα (ΗΚΓ),159.36
EXM_13777,Υπέρηχος Κοιλίας,144.04
EXM_13778,Χοληστερίνη,123.32
EXM_13779,Ακτινογραφία Θώρακος,73.98
EXM_13780,Μαγνητική Τομογραφία (MRI),42.99
EXM_13781,Ηλεκτροκαρδιογράφημα (ΗΚΓ),154.53
EXM_13782,Υπέρηχος Κοιλίας,168.47
EXM_13783,Ακτινογραφία Θώρακος,88.59
EXM_13784,PCR COVID-19,21.82
EXM_13785,Γενική Αίματος,71.39
EXM_13786,Κρεατινίνη,110.53
EXM_13787,Χοληστερίνη,187.49
EXM_13788,Ακτινογραφία Θώρακος,207.23
EXM_13789,Γενική Αίματος,240.84
EXM_13790,Μαγνητική Τομογραφία (MRI),123.03
EXM_13791,Μαγνητική Τομογραφία (MRI),102.49
EXM_13792,Κρεατινίνη,37.65
EXM_13793,Χοληστερίνη,37.45
EXM_13794,Μαγνητική Τομογραφία (MRI),186.92
EXM_13795,Ακτινογραφία Θώρακος,26.57
EXM_13796,Ακτινογραφία Θώρακος,220.26
EXM_13797,Χοληστερίνη,91.74
EXM_13798,Κρεατινίνη,174.1
EXM_13799,Ουρία,17.79
EXM_13800,PCR COVID-19,192.53
EXM_13801,Χοληστερίνη,96.51
EXM_13802,Ηλεκτροκαρδιογράφημα (ΗΚΓ),87.94
EXM_13803,Μαγνητική Τομογραφία (MRI),155.74
EXM_13804,Σάκχαρο Αίματος,17.45
EXM_13805,Ηλεκτροκαρδιογράφημα (ΗΚΓ),101.43
EXM_13806,Ακτινογραφία Θώρακος,48.33
EXM_13807,Ακτινογραφία Θώρακος,214.02
EXM_13808,Ουρία,149.26
EXM_13809,Χοληστερίνη,129.89
EXM_13810,Γενική Αίματος,206.63
